Plot Title: 20775523,,,,,,
#,"Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20775523, SEN S/N: 20775523)","Full Range, μS/cm (LGR S/N: 20775523, SEN S/N: 20775523)","Temp, °C (LGR S/N: 20775523, SEN S/N: 20775523)",Coupler Detached (LGR S/N: 20775523),End Of File (LGR S/N: 20775523)
1884,2023-04-05T11:49:09Z,36.8,30.5,3.72,,
1885,2023-04-05T11:49:12Z,36.8,30.5,3.72,,
1886,2023-04-05T11:49:15Z,36.8,30.5,3.72,,
1887,2023-04-05T11:49:18Z,36.8,30.5,3.72,,
1888,2023-04-05T11:49:21Z,36.8,30.5,3.74,,
1889,2023-04-05T11:49:24Z,36.8,30.5,3.72,,
1890,2023-04-05T11:49:27Z,36.7,30.5,3.74,,
1891,2023-04-05T11:49:30Z,36.6,30.5,3.74,,
1892,2023-04-05T11:49:33Z,36.8,30.5,3.74,,
1893,2023-04-05T11:49:36Z,36.8,30.5,3.72,,
1894,2023-04-05T11:49:39Z,36.8,30.5,3.74,,
1895,2023-04-05T11:49:42Z,36.7,30.5,3.74,,
1896,2023-04-05T11:49:45Z,36.8,30.5,3.74,,
1897,2023-04-05T11:49:48Z,36.8,30.5,3.74,,
1898,2023-04-05T11:49:51Z,36.9,30.8,3.72,,
1899,2023-04-05T11:49:54Z,36.8,30.5,3.74,,
1900,2023-04-05T11:49:57Z,36.8,30.5,3.75,,
1901,2023-04-05T11:50:00Z,36.8,30.5,3.74,,
1902,2023-04-05T11:50:03Z,36.8,30.5,3.74,,
1903,2023-04-05T11:50:06Z,36.8,30.5,3.75,,
1904,2023-04-05T11:50:09Z,36.8,30.5,3.75,,
1905,2023-04-05T11:50:12Z,36.8,30.5,3.74,,
1906,2023-04-05T11:50:15Z,36.8,30.8,3.75,,
1907,2023-04-05T11:50:18Z,38,31.6,3.71,,
1908,2023-04-05T11:50:21Z,38,31.2,3.71,,
1909,2023-04-05T11:50:24Z,38,31.6,3.74,,
1910,2023-04-05T11:50:27Z,38,31.6,3.72,,
1911,2023-04-05T11:50:30Z,38,31.6,3.72,,
1912,2023-04-05T11:50:33Z,38.1,31.6,3.72,,
1913,2023-04-05T11:50:36Z,38.2,31.6,3.71,,
1914,2023-04-05T11:50:39Z,38.3,31.6,3.72,,
1915,2023-04-05T11:50:42Z,38.3,31.9,3.72,,
1916,2023-04-05T11:50:45Z,38.4,31.9,3.72,,
1917,2023-04-05T11:50:48Z,38.5,31.9,3.72,,
1918,2023-04-05T11:50:51Z,38.5,31.9,3.71,,
1919,2023-04-05T11:50:54Z,38.7,31.9,3.72,,
1920,2023-04-05T11:50:57Z,38.8,32.3,3.71,,
1921,2023-04-05T11:51:00Z,39,32.3,3.72,,
1922,2023-04-05T11:51:03Z,39.2,32.7,3.72,,
1923,2023-04-05T11:51:06Z,39.3,32.7,3.72,,
1924,2023-04-05T11:51:09Z,39.5,32.7,3.74,,
1925,2023-04-05T11:51:12Z,39.7,33.1,3.72,,
1926,2023-04-05T11:51:15Z,40,33.4,3.74,,
1927,2023-04-05T11:51:18Z,40.3,33.4,3.72,,
1928,2023-04-05T11:51:21Z,40.3,33.8,3.74,,
1929,2023-04-05T11:51:24Z,40.7,34.2,3.72,,
1930,2023-04-05T11:51:27Z,40.8,34.2,3.75,,
1931,2023-04-05T11:51:30Z,41,34.2,3.74,,
1932,2023-04-05T11:51:33Z,41.3,34.6,3.74,,
1933,2023-04-05T11:51:36Z,41.3,34.6,3.74,,
1934,2023-04-05T11:51:39Z,41.8,35.3,3.75,,
1935,2023-04-05T11:51:42Z,42.2,35.3,3.75,,
1936,2023-04-05T11:51:45Z,42.5,35.7,3.75,,
1937,2023-04-05T11:51:48Z,42.5,35.7,3.75,,
1938,2023-04-05T11:51:51Z,42.9,36.4,3.75,,
1939,2023-04-05T11:51:54Z,43.1,36.4,3.75,,
1940,2023-04-05T11:51:57Z,43.3,36.8,3.76,,
1941,2023-04-05T11:52:00Z,43.8,37.2,3.75,,
1942,2023-04-05T11:52:03Z,44,37.6,3.75,,
1943,2023-04-05T11:52:06Z,44,37.6,3.75,,
1944,2023-04-05T11:52:09Z,44.3,37.6,3.76,,
1945,2023-04-05T11:52:12Z,44.5,37.9,3.76,,
1946,2023-04-05T11:52:15Z,44.8,38.3,3.75,,
1947,2023-04-05T11:52:18Z,45,38.3,3.76,,
1948,2023-04-05T11:52:21Z,45.3,38.7,3.76,,
1949,2023-04-05T11:52:24Z,45.3,38.7,3.76,,
1950,2023-04-05T11:52:27Z,45.4,38.7,3.76,,
1951,2023-04-05T11:52:30Z,45.6,39.1,3.77,,
1952,2023-04-05T11:52:33Z,45.7,39.1,3.77,,
1953,2023-04-05T11:52:36Z,45.9,39.4,3.77,,
1954,2023-04-05T11:52:39Z,46,39.4,3.77,,
1955,2023-04-05T11:52:42Z,45.3,38.7,3.77,,
1956,2023-04-05T11:52:45Z,45.3,38.3,3.77,,
1957,2023-04-05T11:52:48Z,45.3,38.7,3.78,,
1958,2023-04-05T11:52:51Z,45.3,38.3,3.77,,
1959,2023-04-05T11:52:54Z,45.4,38.7,3.77,,
1960,2023-04-05T11:52:57Z,45.4,39.1,3.78,,
1961,2023-04-05T11:53:00Z,45.5,38.7,3.78,,
1962,2023-04-05T11:53:03Z,45.5,39.1,3.78,,
1963,2023-04-05T11:53:06Z,45.5,38.7,3.78,,
1964,2023-04-05T11:53:09Z,45.5,38.7,3.78,,
1965,2023-04-05T11:53:12Z,45.5,39.1,3.78,,
1966,2023-04-05T11:53:15Z,45.5,38.7,3.78,,
1967,2023-04-05T11:53:18Z,45.5,38.7,3.78,,
1968,2023-04-05T11:53:21Z,45.5,38.7,3.8,,
1969,2023-04-05T11:53:24Z,45.4,38.7,3.78,,
1970,2023-04-05T11:53:27Z,45.4,38.7,3.78,,
1971,2023-04-05T11:53:30Z,45.4,38.7,3.8,,
1972,2023-04-05T11:53:33Z,45.3,38.7,3.78,,
1973,2023-04-05T11:53:36Z,45.3,38.3,3.78,,
1974,2023-04-05T11:53:39Z,45.2,38.3,3.8,,
1975,2023-04-05T11:53:42Z,45.1,38.3,3.81,,
1976,2023-04-05T11:53:45Z,45,38.3,3.8,,
1977,2023-04-05T11:53:48Z,45,38.3,3.81,,
1978,2023-04-05T11:53:51Z,44.9,38.3,3.8,,
1979,2023-04-05T11:53:54Z,44.7,38.3,3.8,,
1980,2023-04-05T11:53:57Z,44.6,38.3,3.8,,
1981,2023-04-05T11:54:00Z,44.5,38.3,3.8,,
1982,2023-04-05T11:54:03Z,44.5,37.9,3.81,,
1983,2023-04-05T11:54:06Z,44.4,37.6,3.8,,
1984,2023-04-05T11:54:09Z,44.3,37.6,3.81,,
1985,2023-04-05T11:54:12Z,44.3,37.6,3.81,,
1986,2023-04-05T11:54:15Z,44.1,37.2,3.81,,
1987,2023-04-05T11:54:18Z,44,37.2,3.81,,
1988,2023-04-05T11:54:21Z,44,37.2,3.8,,
1989,2023-04-05T11:54:24Z,43.9,37.2,3.81,,
1990,2023-04-05T11:54:27Z,43.8,37.2,3.81,,
1991,2023-04-05T11:54:30Z,43.6,36.8,3.81,,
1992,2023-04-05T11:54:33Z,43.5,36.8,3.82,,
1993,2023-04-05T11:54:36Z,43.5,36.8,3.82,,
1994,2023-04-05T11:54:39Z,43.4,36.8,3.81,,
1995,2023-04-05T11:54:42Z,43.3,36.8,3.81,,
1996,2023-04-05T11:54:45Z,43.2,36.8,3.82,,
1997,2023-04-05T11:54:48Z,43.2,36.8,3.82,,
1998,2023-04-05T11:54:51Z,43.1,36.8,3.83,,
1999,2023-04-05T11:54:54Z,43,36.4,3.82,,
2000,2023-04-05T11:54:57Z,42.9,36.1,3.82,,
2001,2023-04-05T11:55:00Z,42.8,36.1,3.81,,
2002,2023-04-05T11:55:03Z,42.7,35.7,3.82,,
2003,2023-04-05T11:55:06Z,42.7,35.7,3.82,,
2004,2023-04-05T11:55:09Z,42.6,35.7,3.82,,
2005,2023-04-05T11:55:12Z,42.5,35.7,3.82,,
2006,2023-04-05T11:55:15Z,42.4,35.7,3.82,,
2007,2023-04-05T11:55:18Z,42.3,35.3,3.83,,
2008,2023-04-05T11:55:21Z,42.3,35.3,3.83,,
2009,2023-04-05T11:55:24Z,42.2,35.3,3.83,,
2010,2023-04-05T11:55:27Z,42,35.3,3.84,,
2011,2023-04-05T11:55:30Z,42,35.3,3.83,,
2012,2023-04-05T11:55:33Z,42,35.3,3.83,,
2013,2023-04-05T11:55:36Z,41.8,34.9,3.82,,
2014,2023-04-05T11:55:39Z,41.8,34.9,3.84,,
2015,2023-04-05T11:55:42Z,41.7,34.9,3.83,,
2016,2023-04-05T11:55:45Z,41.7,34.9,3.84,,
2017,2023-04-05T11:55:48Z,41.5,34.9,3.83,,
2018,2023-04-05T11:55:51Z,41.5,34.6,3.84,,
2019,2023-04-05T11:55:54Z,41.5,34.6,3.84,,
2020,2023-04-05T11:55:57Z,41.4,34.6,3.84,,
2021,2023-04-05T11:56:00Z,41.2,34.6,3.86,,
2022,2023-04-05T11:56:03Z,41.3,34.6,3.84,,
2023,2023-04-05T11:56:06Z,41.2,34.2,3.84,,
2024,2023-04-05T11:56:09Z,41.1,34.6,3.84,,
2025,2023-04-05T11:56:12Z,41.1,34.6,3.84,,
2026,2023-04-05T11:56:15Z,41,34.2,3.86,,
2027,2023-04-05T11:56:18Z,41,34.2,3.84,,
2028,2023-04-05T11:56:21Z,41,34.2,3.84,,
2029,2023-04-05T11:56:24Z,40.9,33.8,3.84,,
2030,2023-04-05T11:56:27Z,40.8,34.2,3.86,,
2031,2023-04-05T11:56:30Z,40.8,33.8,3.84,,
2032,2023-04-05T11:56:33Z,40.7,33.8,3.86,,
2033,2023-04-05T11:56:36Z,40.7,34.2,3.86,,
2034,2023-04-05T11:56:39Z,40.6,33.8,3.86,,
2035,2023-04-05T11:56:42Z,40.6,33.8,3.84,,
2036,2023-04-05T11:56:45Z,40.5,33.4,3.86,,
2037,2023-04-05T11:56:48Z,40.5,33.8,3.86,,
2038,2023-04-05T11:56:51Z,40.4,33.8,3.86,,
2039,2023-04-05T11:56:54Z,40.4,33.8,3.86,,
2040,2023-04-05T11:56:57Z,40.3,33.8,3.86,,
2041,2023-04-05T11:57:00Z,40.3,33.8,3.87,,
2042,2023-04-05T11:57:03Z,40.3,33.4,3.86,,
2043,2023-04-05T11:57:06Z,40.3,33.4,3.87,,
2044,2023-04-05T11:57:09Z,40.3,33.8,3.86,,
2045,2023-04-05T11:57:12Z,40.2,33.4,3.87,,
2046,2023-04-05T11:57:15Z,40.2,33.4,3.87,,
2047,2023-04-05T11:57:18Z,40,33.4,3.88,,
2048,2023-04-05T11:57:21Z,40.1,33.4,3.88,,
2049,2023-04-05T11:57:24Z,40,33.4,3.88,,
2050,2023-04-05T11:57:27Z,40,33.4,3.87,,
2051,2023-04-05T11:57:30Z,39.9,33.4,3.88,,
2052,2023-04-05T11:57:33Z,39.9,33.1,3.88,,
2053,2023-04-05T11:57:36Z,39.8,33.4,3.87,,
2054,2023-04-05T11:57:39Z,39.7,33.1,3.87,,
2055,2023-04-05T11:57:42Z,39.7,33.1,3.88,,
2056,2023-04-05T11:57:45Z,39.7,33.1,3.88,,
2057,2023-04-05T11:57:48Z,39.7,33.1,3.88,,
2058,2023-04-05T11:57:51Z,39.7,33.1,3.88,,
2059,2023-04-05T11:57:54Z,39.7,33.1,3.88,,
2060,2023-04-05T11:57:57Z,39.6,33.1,3.88,,
2061,2023-04-05T11:58:00Z,39.5,33.1,3.88,,
2062,2023-04-05T11:58:03Z,38.9,32.3,3.89,,
2063,2023-04-05T11:58:06Z,38.9,32.3,3.88,,
2064,2023-04-05T11:58:09Z,38.9,32.3,3.89,,
2065,2023-04-05T11:58:12Z,38.8,32.3,3.88,,
2066,2023-04-05T11:58:15Z,38.7,31.9,3.89,,
2067,2023-04-05T11:58:18Z,38.7,32.3,3.89,,
2068,2023-04-05T11:58:21Z,38.7,32.3,3.89,,
2069,2023-04-05T11:58:24Z,38.7,32.3,3.89,,
2070,2023-04-05T11:58:27Z,38.6,32.3,3.88,,
2071,2023-04-05T11:58:30Z,38.6,32.3,3.89,,
2072,2023-04-05T11:58:33Z,38.5,31.9,3.88,,
2073,2023-04-05T11:58:36Z,38.5,31.9,3.88,,
2074,2023-04-05T11:58:39Z,38.5,31.9,3.89,,
2075,2023-04-05T11:58:42Z,38.4,31.9,3.89,,
2076,2023-04-05T11:58:45Z,38.5,31.9,3.9,,
2077,2023-04-05T11:58:48Z,38.5,31.9,3.89,,
2078,2023-04-05T11:58:51Z,38.4,31.9,3.9,,
2079,2023-04-05T11:58:54Z,38.4,31.9,3.9,,
2080,2023-04-05T11:58:57Z,38.3,31.9,3.9,,
2081,2023-04-05T11:59:00Z,38.4,31.9,3.88,,
2082,2023-04-05T11:59:03Z,38.3,31.9,3.89,,
2083,2023-04-05T11:59:06Z,38.3,31.9,3.9,,
2084,2023-04-05T11:59:09Z,38.2,31.6,3.9,,
2085,2023-04-05T11:59:12Z,38.3,31.9,3.9,,
2086,2023-04-05T11:59:15Z,38.2,31.9,3.9,,
2087,2023-04-05T11:59:18Z,38.2,31.6,3.9,,
2088,2023-04-05T11:59:21Z,38.2,31.6,3.92,,
2089,2023-04-05T11:59:24Z,38.1,31.9,3.9,,
2090,2023-04-05T11:59:27Z,38.1,31.9,3.92,,
2091,2023-04-05T11:59:30Z,38.2,31.6,3.89,,
2092,2023-04-05T11:59:33Z,38.1,31.6,3.92,,
2093,2023-04-05T11:59:36Z,38,31.6,3.92,,
2094,2023-04-05T11:59:39Z,38,31.6,3.92,,
2095,2023-04-05T11:59:42Z,38,31.2,3.9,,
2096,2023-04-05T11:59:45Z,38,31.6,3.92,,
2097,2023-04-05T11:59:48Z,37.9,31.2,3.92,,
2098,2023-04-05T11:59:51Z,37.9,31.2,3.9,,
2099,2023-04-05T11:59:54Z,37.8,31.2,3.9,,
2100,2023-04-05T11:59:57Z,37.8,31.2,3.92,,
2101,2023-04-05T12:00:00Z,37.7,30.8,3.93,,
2102,2023-04-05T12:00:03Z,37.7,31.2,3.92,,
2103,2023-04-05T12:00:06Z,37.6,30.8,3.92,,
2104,2023-04-05T12:00:09Z,37.6,30.8,3.93,,
2105,2023-04-05T12:00:12Z,37.6,30.8,3.93,,
2106,2023-04-05T12:00:15Z,37.6,30.8,3.92,,
2107,2023-04-05T12:00:18Z,37.5,30.8,3.93,,
2108,2023-04-05T12:00:21Z,37.5,30.8,3.93,,
2109,2023-04-05T12:00:24Z,37.5,30.8,3.93,,
2110,2023-04-05T12:00:27Z,37.5,30.8,3.92,,
2111,2023-04-05T12:00:30Z,37.5,30.8,3.92,,
2112,2023-04-05T12:00:33Z,37.5,30.8,3.93,,
2113,2023-04-05T12:00:36Z,37.5,30.8,3.94,,
2114,2023-04-05T12:00:39Z,37.5,30.8,3.94,,
2115,2023-04-05T12:00:42Z,37.5,30.8,3.94,,
2116,2023-04-05T12:00:45Z,37.5,30.8,3.94,,
2117,2023-04-05T12:00:48Z,37.4,30.8,3.94,,
2118,2023-04-05T12:00:51Z,37.4,30.8,3.94,,
2119,2023-04-05T12:00:54Z,37.4,30.8,3.94,,
2120,2023-04-05T12:00:57Z,37.3,30.8,3.94,,
2121,2023-04-05T12:01:00Z,37.3,30.8,3.94,,
2122,2023-04-05T12:01:03Z,37.3,30.8,3.94,,
2123,2023-04-05T12:01:06Z,37.3,30.8,3.94,,
2124,2023-04-05T12:01:09Z,37.3,30.8,3.95,,
2125,2023-04-05T12:01:12Z,37.2,30.8,3.94,,
2126,2023-04-05T12:01:15Z,37.2,30.8,3.95,,
2127,2023-04-05T12:01:18Z,37.2,30.8,3.95,,
2128,2023-04-05T12:01:21Z,37.2,30.8,3.95,,
2129,2023-04-05T12:01:24Z,37.2,30.8,3.96,,
2130,2023-04-05T12:01:27Z,37.2,30.8,3.96,,
2131,2023-04-05T12:01:30Z,37.2,30.8,3.95,,
2132,2023-04-05T12:01:33Z,37.1,30.8,3.95,,
2133,2023-04-05T12:01:36Z,37.2,30.8,3.96,,
2134,2023-04-05T12:01:39Z,37.1,30.4,3.96,,
2135,2023-04-05T12:01:42Z,37.1,30.8,3.95,,
2136,2023-04-05T12:01:45Z,37.1,30.8,3.96,,
2137,2023-04-05T12:01:48Z,37.1,30.8,3.96,,
2138,2023-04-05T12:01:51Z,37.1,30.4,3.96,,
2139,2023-04-05T12:01:54Z,34.2,27.5,3.96,,
2140,2023-04-05T12:01:57Z,33.8,27.5,3.95,,
2141,2023-04-05T12:02:00Z,33.9,27.5,3.95,,
2142,2023-04-05T12:02:03Z,33.8,27.5,3.98,,
2143,2023-04-05T12:02:06Z,33.8,27.5,3.96,,
2144,2023-04-05T12:02:09Z,33.8,27.5,3.98,,
2145,2023-04-05T12:02:12Z,33.8,27.5,3.96,,
2146,2023-04-05T12:02:15Z,33.8,27.1,3.98,,
2147,2023-04-05T12:02:18Z,34,27.5,3.96,,
2148,2023-04-05T12:02:21Z,34,27.5,3.98,,
2149,2023-04-05T12:02:24Z,33.9,27.5,3.99,,
2150,2023-04-05T12:02:27Z,33.9,27.5,3.98,,
2151,2023-04-05T12:02:30Z,33.8,27.1,3.98,,
2152,2023-04-05T12:02:33Z,33.9,27.5,3.98,,
2153,2023-04-05T12:02:36Z,34.3,27.5,3.99,,
2154,2023-04-05T12:02:39Z,34.3,27.5,3.98,,
2155,2023-04-05T12:02:42Z,34.3,27.5,3.99,,
2156,2023-04-05T12:02:45Z,34.3,27.5,3.99,,
2157,2023-04-05T12:02:48Z,34,27.5,4,,
2158,2023-04-05T12:02:51Z,34.2,27.8,3.98,,
2159,2023-04-05T12:02:54Z,34,27.5,4,,
2160,2023-04-05T12:02:57Z,34.1,27.5,3.98,,
2161,2023-04-05T12:03:00Z,34,27.5,3.98,,
2162,2023-04-05T12:03:03Z,34,27.5,3.99,,
2163,2023-04-05T12:03:06Z,34,27.5,3.99,,
2164,2023-04-05T12:03:09Z,34.3,27.5,3.99,,
2165,2023-04-05T12:03:12Z,34.1,27.5,4,,
2166,2023-04-05T12:03:15Z,34,27.5,4,,
2167,2023-04-05T12:03:18Z,34,27.5,4.01,,
2168,2023-04-05T12:03:21Z,34,27.5,4,,
2169,2023-04-05T12:03:24Z,33.9,28.2,3.99,,
2170,2023-04-05T12:03:27Z,34,27.5,4,,
2171,2023-04-05T12:03:30Z,33.8,27.5,4,,
2172,2023-04-05T12:03:33Z,34,27.5,4,,
2173,2023-04-05T12:03:36Z,33.9,27.5,4.01,,
2174,2023-04-05T12:03:39Z,34,27.5,4,,
2175,2023-04-05T12:03:42Z,38.6,31.9,4.01,,
2176,2023-04-05T12:03:45Z,38.7,31.9,4,,
2177,2023-04-05T12:03:48Z,38.5,31.9,4,,
2178,2023-04-05T12:03:51Z,38.6,32.3,4,,
2179,2023-04-05T12:03:54Z,38.5,32.3,4,,
2180,2023-04-05T12:03:57Z,38.5,31.9,4,,
2181,2023-04-05T12:04:00Z,38.5,32.3,4.01,,
2182,2023-04-05T12:04:03Z,38.5,32.3,4,,
2183,2023-04-05T12:04:06Z,38.5,31.9,4.01,,
2184,2023-04-05T12:04:09Z,38.5,31.9,4.01,,
2185,2023-04-05T12:04:12Z,38.5,31.9,4.01,,
2186,2023-04-05T12:04:15Z,38.5,31.9,4.02,,
2187,2023-04-05T12:04:18Z,38.5,31.9,4.01,,
2188,2023-04-05T12:04:21Z,38.5,31.9,4.01,,
2189,2023-04-05T12:04:24Z,38.5,31.9,4.02,,
2190,2023-04-05T12:04:27Z,38.5,31.9,4.03,,
2191,2023-04-05T12:04:30Z,38.5,32.3,4.02,,
2192,2023-04-05T12:04:33Z,38.5,31.9,4.02,,
2193,2023-04-05T12:04:36Z,38.5,31.9,4.01,,
2194,2023-04-05T12:04:39Z,38.5,31.9,4.02,,
2195,2023-04-05T12:04:42Z,38.5,31.9,4.02,,
2196,2023-04-05T12:04:45Z,38.5,31.9,4.02,,
2197,2023-04-05T12:04:48Z,38.5,31.9,4.03,,
2198,2023-04-05T12:04:51Z,38.5,32.3,4.01,,
2199,2023-04-05T12:04:54Z,38.5,31.9,4.03,,
2200,2023-04-05T12:04:57Z,38.5,31.9,4.03,,
2201,2023-04-05T12:05:00Z,38.5,31.9,4.03,,
2202,2023-04-05T12:05:03Z,38.5,31.9,4.05,,
2203,2023-04-05T12:05:06Z,38.5,31.9,4.03,,
2204,2023-04-05T12:05:09Z,38.5,31.9,4.03,,
2205,2023-04-05T12:05:12Z,38.5,31.9,4.03,,
2206,2023-04-05T12:05:15Z,38.5,31.9,4.05,,
2207,2023-04-05T12:05:18Z,38.5,31.9,4.05,,
2208,2023-04-05T12:05:21Z,38.5,31.9,4.05,,
2209,2023-04-05T12:05:24Z,38.5,31.9,4.03,,
2210,2023-04-05T12:05:27Z,38.5,31.9,4.03,,
2211,2023-04-05T12:05:30Z,38.5,31.9,4.05,,
2212,2023-04-05T12:05:33Z,38.5,31.9,4.05,,
2213,2023-04-05T12:05:36Z,38.4,31.9,4.05,,
2214,2023-04-05T12:05:39Z,38.5,31.9,4.05,,
2215,2023-04-05T12:05:42Z,38.5,31.9,4.05,,
2216,2023-04-05T12:05:45Z,38.5,31.9,4.05,,
2217,2023-04-05T12:05:48Z,38.5,31.9,4.03,,
2218,2023-04-05T12:05:51Z,38.5,31.9,4.05,,
2219,2023-04-05T12:05:54Z,38.5,31.9,4.06,,
2220,2023-04-05T12:05:57Z,38.5,31.9,4.05,,
2221,2023-04-05T12:06:00Z,38.4,31.9,4.06,,
2222,2023-04-05T12:06:03Z,38.3,31.9,4.06,,
2223,2023-04-05T12:06:06Z,38.4,31.9,4.06,,
2224,2023-04-05T12:06:09Z,38.5,31.9,4.06,,
2225,2023-04-05T12:06:12Z,38.5,32.3,4.06,,
2226,2023-04-05T12:06:15Z,38.5,31.9,4.07,,
2227,2023-04-05T12:06:18Z,38.4,31.9,4.05,,
2228,2023-04-05T12:06:21Z,38.5,31.9,4.06,,
2229,2023-04-05T12:06:24Z,38.4,31.9,4.06,,
2230,2023-04-05T12:06:27Z,38.4,31.9,4.06,,
2231,2023-04-05T12:06:30Z,38.5,31.9,4.05,,
2232,2023-04-05T12:06:33Z,38.5,31.9,4.06,,
2233,2023-04-05T12:06:36Z,38.4,31.9,4.07,,
2234,2023-04-05T12:06:39Z,38.4,31.9,4.07,,
2235,2023-04-05T12:06:42Z,38.4,31.9,4.06,,
2236,2023-04-05T12:06:45Z,38.4,31.9,4.06,,
2237,2023-04-05T12:06:48Z,38.4,31.9,4.07,,
2238,2023-04-05T12:06:51Z,38.5,31.9,4.06,,
2239,2023-04-05T12:06:54Z,38.5,31.9,4.06,,
2240,2023-04-05T12:06:57Z,38.4,31.9,4.07,,
2241,2023-04-05T12:07:00Z,38.4,31.9,4.07,,
2242,2023-04-05T12:07:03Z,38.4,31.9,4.07,,
2243,2023-04-05T12:07:06Z,38.5,31.9,4.06,,
2244,2023-04-05T12:07:09Z,38.4,31.9,4.07,,
2245,2023-04-05T12:07:12Z,38.5,31.9,4.07,,
2246,2023-04-05T12:07:15Z,38.4,31.9,4.08,,
2247,2023-04-05T12:07:18Z,38.4,31.9,4.08,,
2248,2023-04-05T12:07:21Z,38.4,31.9,4.07,,
2249,2023-04-05T12:07:24Z,38.4,31.6,4.07,,
2250,2023-04-05T12:07:27Z,38.4,31.9,4.06,,
2251,2023-04-05T12:07:30Z,38.5,31.9,4.07,,
2252,2023-04-05T12:07:33Z,38.5,31.9,4.07,,
2253,2023-04-05T12:07:36Z,38.4,31.9,4.07,,
2254,2023-04-05T12:07:39Z,38.4,31.9,4.08,,
2255,2023-04-05T12:07:42Z,38.4,31.9,4.07,,
2256,2023-04-05T12:07:45Z,38.3,31.9,4.09,,
2257,2023-04-05T12:07:48Z,38.4,31.9,4.08,,
2258,2023-04-05T12:07:51Z,38.4,31.6,4.08,,
2259,2023-04-05T12:07:54Z,38.4,31.9,4.08,,
2260,2023-04-05T12:07:57Z,38.4,31.9,4.08,,
2261,2023-04-05T12:08:00Z,38.3,31.6,4.09,,
2262,2023-04-05T12:08:03Z,38.3,31.9,4.09,,
2263,2023-04-05T12:08:06Z,38.3,31.9,4.09,,
2264,2023-04-05T12:08:09Z,38.3,31.6,4.09,,
2265,2023-04-05T12:08:12Z,38.4,31.9,4.09,,
2266,2023-04-05T12:08:15Z,38.3,31.9,4.09,,
2267,2023-04-05T12:08:18Z,38.4,31.9,4.09,,
2268,2023-04-05T12:08:21Z,38.3,31.9,4.09,,
2269,2023-04-05T12:08:24Z,38.3,31.9,4.08,,
2270,2023-04-05T12:08:27Z,38.4,31.9,4.11,,
2271,2023-04-05T12:08:30Z,38.3,31.9,4.11,,
2272,2023-04-05T12:08:33Z,38.3,31.9,4.09,,
2273,2023-04-05T12:08:36Z,38.3,31.9,4.09,,
2274,2023-04-05T12:08:39Z,38.3,31.9,4.11,,
2275,2023-04-05T12:08:42Z,38.3,31.9,4.09,,
2276,2023-04-05T12:08:45Z,38.3,31.9,4.11,,
2277,2023-04-05T12:08:48Z,38.3,31.6,4.11,,
2278,2023-04-05T12:08:51Z,38.3,31.9,4.11,,
2279,2023-04-05T12:08:54Z,38.3,31.9,4.11,,
2280,2023-04-05T12:08:57Z,38.3,31.9,4.09,,
2281,2023-04-05T12:09:00Z,38.4,31.9,4.09,,
2282,2023-04-05T12:09:03Z,38.3,31.9,4.12,,
2283,2023-04-05T12:09:06Z,38.3,31.9,4.11,,
2284,2023-04-05T12:09:09Z,38.3,31.9,4.11,,
2285,2023-04-05T12:09:12Z,38.3,31.9,4.11,,
2286,2023-04-05T12:09:15Z,38.1,31.2,4.12,,
2287,2023-04-05T12:09:18Z,38,31.2,4.12,,
2288,2023-04-05T12:09:21Z,38.1,31.2,4.12,,
2289,2023-04-05T12:09:24Z,38.1,31.2,4.11,,
2290,2023-04-05T12:09:27Z,38,31.2,4.13,,
2291,2023-04-05T12:09:30Z,38,31.2,4.11,,
2292,2023-04-05T12:09:33Z,38,31.2,4.12,,
2293,2023-04-05T12:09:36Z,38,31.2,4.13,,
2294,2023-04-05T12:09:39Z,38.1,31.2,4.13,,
2295,2023-04-05T12:09:42Z,38,31.2,4.12,,
2296,2023-04-05T12:09:45Z,38.1,31.2,4.13,,
2297,2023-04-05T12:09:48Z,38.1,31.2,4.14,,
2298,2023-04-05T12:09:51Z,38,31.2,4.13,,
2299,2023-04-05T12:09:54Z,38,31.2,4.13,,
2300,2023-04-05T12:09:57Z,38,31.2,4.14,,
2301,2023-04-05T12:10:00Z,38.1,30.8,4.13,,
2302,2023-04-05T12:10:03Z,38,31.2,4.13,,
2303,2023-04-05T12:10:06Z,38.1,30.8,4.14,,
2304,2023-04-05T12:10:09Z,38,31.2,4.14,,
2305,2023-04-05T12:10:12Z,38.1,31.2,4.14,,
2306,2023-04-05T12:10:15Z,38.1,31.2,4.14,,
2307,2023-04-05T12:10:18Z,38,31.2,4.14,,
2308,2023-04-05T12:10:21Z,38,30.8,4.14,,
2309,2023-04-05T12:10:24Z,38.1,31.2,4.14,,
2310,2023-04-05T12:10:27Z,38,31.2,4.13,,
2311,2023-04-05T12:10:30Z,38.1,31.2,4.15,,
2312,2023-04-05T12:10:33Z,38,31.2,4.14,,
2313,2023-04-05T12:10:36Z,38,31.2,4.14,,
2314,2023-04-05T12:10:39Z,38,31.2,4.14,,
2315,2023-04-05T12:10:42Z,38.1,31.2,4.15,,
2316,2023-04-05T12:10:45Z,38.1,31.2,4.15,,
2317,2023-04-05T12:10:48Z,38.1,31.2,4.15,,
2318,2023-04-05T12:10:51Z,38,31.2,4.14,,
2319,2023-04-05T12:10:54Z,38.1,31.2,4.15,,
